index,Review,category,sentiment_predicted
1421,"이런 류의 영화를 참 좋아하는데, 전작들과 더불어 이번영화도 참 재밌게 보았습니다.",story,1
1422,재밌어요! 다들 연기 너무 잘함 ㅠ 근데 중반부터 띠용입니다 그것만 아니었으면 더 재밌었을텐데..,actor,1
1423,왜 파묘파묘하는지 알겟다..너무 존잼ㅜㅜㅜㅜ,story,0
1424,현재 시점에서 딱 좋은 영화네요 누구는 그쪽으로 향하는데 그나마 마지막 응징이 있어서 마음이 조금놓입니다 현재 시점도 빠른시간안에 응징이 있기를 바랍니다,story,0
1425,너무 재미있게 봤습니다.. 화장실은 꼭 다녀오세요.. 마지막 나레이션 부분 끝내 못참고 화장실 갔습니다.. ㅠㅠ,story,1
1426,"경로를 이탈한 오컬트가 재탐색하여 파헤쳐낸, 기묘하고도 호기로운 모양새의 크리처물.",story,0
1427,배우들 연기가 너무 인상적이어서 한 번 더 본 작품!!후회안해용,story,1
1428,1000만영화가 그냥되는건아니였어요 완전추천!!!!,story,1
1429,명실상부 진정한 천만영화답다 오랜만에 좋은 영화를 본 만족감에 기분좋게 극장을 나왔다 평소 좋아했던 배우들이 4명의 주연배우라 더 행복하고 좋았다 오전에 천만에 등극한 걸 확인한 후 내 영화인듯 뿌듯하고 좋았다 무인 때 본 감독님들 배우님들 모두 다 볼 수 있어서 기뻤고 천만 축하합니다,actor,1
1430,볼 생각 없었는데 건국전쟁 감독이 반일영화라고 해서 보게 되었어요~~ㅎㅎ 천만영화가 되는데 일조하게 되었네요~~^^,story,1
1431,완전 재밌게봤어요~~~~ 배우들의 빠져들게하는 명~연기였어요,actor,1
1432,왜 실관람객이 1000만명을 넘어섰는지 잘알겠더라구오..다시 시청하고 싶더라구요..,story,0
1433,"연기,연출, 음악 모두좋았어요 내용도 있고 추천합니다",story,1
1434,몰입하여 봤어요 많이 무섭진 않아요,story,1
1435,우뢰매 인데? 황당무계한 스토리 ...,story,0
1436,시간이 금방 지나가고 몰입도 최고입니다~ 배우들의 연기가 하나하나 뭐 빠져서 봤네요~ 긴장감과 스토리 전개도 너무 빠져서 에어컨튼듯 했어요. 그런데 초중반에 끊기는 부분에서 조금 졸린듯 했어요. 나머진 너무 잘봤습니다.,story,1
1437,배우들의 연기가 넘 좋아요~!,actor,1
1438,2회차로 봤는데도 몰입감 최고였습니다. 모든 배우분들이 다 잘했지만 특히 이번 영화는 김고은씨 배역이 너무나 매력적이었습니다. 오늘 천만 달성했다고 들었는데 저도 일조했다고 생각하니 뿌듯합니다. 이제 천만의 벽은 넘었고 얼마나 더 흥행할지 귀추가 주목 됩니다.,actor,1
1439,상상이라는 큰 무기가 사라진 후반부,story,0
1440,영화 재밌게 잘봤습니다,story,1
1441,스토리가 지루하지 않고 재미있어요 생각 못한 전개도 나오고 많이 무서울까 걱정했지만 스릴있고 재미있네요 배우들 연기도 너무 좋아요 또 영상미도 좋습니다,directing,1
1442,최고에 배우 최고에 영화..역시라는 말 밖에는 최고에 찬사가 생각 나질않습니다..정말 브라보 최고 입니다,actor,1
1443,재밌었어요 보는 동안 안지루했음 ㅎㅎ,story,1
1444,무서운거 잘 못보는데 긴장감 느끼며 스릴있게 봤네요 ㅋㅋ 역시 배우는 연기로 말하네요 ㅎㅎ 이래서 천만인가봐요~^^,actor,1
1445,깜짝 깜짝 놀래면서 재미있었어요,story,1
1446,너무 재미있게 잘 봤습니다.,story,1
1447,몰입감이 있는 좋은 영화입니다,story,1
1448,파묘를 통해 명당이 좋앗다는 의미가 있다고 느꼈습니다.,story,1
1449,갑툭튀 몇개 있고 그렇게 무섭지 않아요! 제가 학교에서 탑에 드는 쫄보인데 볼만했어요! (3분의 1쯤 가리고 본거 참고하세요...) 스토리 좋고 재밌습니다!!,story,1
1450,영화찍으면서 배우들 고생했을 것 같은게 느껴진 영화 그만큼 내용이 알차요~~,story,1
1451,좋았어요 무서웠어요,story,1
1452,2시간 지루할 틈 없이 졸릴틈 없이 잘 봤습니다.,story,1
1453,두번째 관람 재미있어요,story,1
1454,정말 한순간도 지루하지 않고 잼있네요!,story,1
1455,재밌어요 믿고보는 감독님표 오컬트,story,1
1456,의미가 부여되는 영화같았어요. 재미있습니다,story,1
1457,"최근의 영화다운 영화,배우들의 연기력이 좋았어묘!",actor,1
1458,파묘짱! 재밌어요. 긴장늦출수없지,story,1
1459,재미있게 봤습니다. 중간에 스토리가 조금 이상한 느낌 입니다.,story,1
1460,재밌어서 오늘 두번째 관람 하고 왔습니다👍🏻,story,1
1461,너무나재미있게보았읍니다~~^^ 추천하고싶어요,story,1
1462,정말정말재미있었습니다,story,1
1463,배우들 연기가 너무 좋아서 2시간 순삭입니다.. 다들 얼릉 보러가세요~!,actor,1
1464,배우들의 수준높은 연기덕에 몰입하면서 재미있게 봤어요 굿~,story,1
1465,시간 가는줄 모를만큼 빠져든다,story,1
1466,배우들의 연기가 좋아 볼만하였던 것 같습니다 영화가 주는 메세지 보다는 스토리가 있는 영화입미다.,story,1
1467,정말 시간 가는 줄 모르고 봤어요. 무서운 영화 못봐서 망설이다가 봤는데 안 무서워요. 빈틈없는 영화라 천만관객 훨씬 넘겠어요.,story,0
1468,배우들 연기가 최고였던 영화였습니다,actor,1
1469,오랜만에 너무 재밌게 관람했습니다~~!! 대만족,story,1
1470,연기력들이 좋네요 재밌게 봤어요,actor,1
1471,보려면 극장에서 보는게 맞겠네요 생각보다 무섭진 않았네요,story,0
1472,꼭 꼭 꼭 극장에서 보세요.. 호불호 갈린다는데 걍 쌉구라고 넘 재밌어서 걱정 안 하셔도 됨 보는 내내 맘이 좔깃좔깃 육포가 되,story,1
1473,공포영화같은거 못보는 편인데 주변에서 워낙 재밌다 해서 보러 갔습니다. 재밌어요! 배우들 연기가 압권입니다,actor,1
1474,굿 1000만+1 감독 대박 대다나다,story,1
1475,"내용,영상,연기 모두 좋았어요",actor,1
1476,파묘 재밌게 보긴 했는데 자인한 부분이 많았어요,story,1
1477,재밌었음 김고은 배우의 신들린 연기 최고,actor,1
1478,다양한 정보들을 접하고 다시보니 더 흥미로웠다,story,1
1479,배우들 연기 좋았고 재밌게 잘 봤습니다. ~~^^,actor,1
1480,몰입감을 불러 일으키는 재미 있는 영화,story,1
1481,배우님들 연기가 정말 멋졌습니다 재미있게 봤어요,story,1
1482,기대한대로 너무 재미있었습니다 배우들의 연기력 탄탄한 스토리에 가족들 모두 즐거운 관람했네요 적극 추천합니다,story,1
1483,아주 재미 있었습니다. 처음 부터 끝까지 긴장의 끈을 놓지 않고 ? 좋은 영화입니다,story,1
1484,잼있어요. 이도현 멋있음요,story,1
1485,한국 오컬트의 가눙성을 봤습니다.,story,0
1486,역시 연기들 잘 하는군요. 결말은 쫌...,actor,1
1487,왜 파묘파묘하는지 알겠네요 연기도 너무 좋고 스토리나 영상미도 너무 좋았습니다,directing,1
1488,예상치 못한 전개에 집중하면서 잘 봤습니다.,story,1
1489,오컬트 장르를 좋아해서 재밌었어요.,story,1
1490,재밌어요 천만 가는 이유를 알겠네요,story,1
1491,잼있게 잘봤습니다~~~,story,1
1492,처음으로 두 번 본 영화..,story,1
1493,미스터리 장르임에도 스토리도 탄탄하고 배우들 연기가 진짜 👍 순간순간 몰입돼서 소름이 쫙~ 너무 잘봤네요.,actor,1
1494,너무 메스컴에서 주요 장면을 다본거 같아서 좀 실망 했어여,directing,0
1495,배우들의 연기가 정말 좋았습니다.최고~~~^^,actor,1
1496,👍👍👍👍👍 취향의 장르가 아니었는데 몰입감 대박!,story,1
1497,편집좋고 연기 좋고~ 재밌게 잘 봤어요~,actor,1
1498,다시 한번 보고 싶네요 꼭 가고 싶습니다,story,1
1499,몰입도 최고! 최고의 배우! 연기에 눈을 뗄 수가 없었어요.👍👍👍,actor,1
1500,어우 영화보는 내내 남친 손잡구 영화봣어요 잼있어요 !,story,1
1501,무섭다기다기보다 긴장감을 계속 주는 잘 만든 영화네요.,story,1
1502,솔직히 이 영화가 무엇을 말하고 싶은건지 모르겠다.,story,0
1503,신선하면서 재미있었어요,story,1
1504,몰입감 최고 스토리도 배우들 연기도 좋았고 재미있게 잘 봤어요,story,1
1505,최민식 인기 짱!! 재미있어요,story,1
1506,무서웠어용 🥹 그치만 재밌어요 지루하지 않아요,story,1
1507,재밌게 잘 보고 왔습니다,story,1
1508,재미있어요 괜히 천만 관객을 앞둔게 아니네요,story,1
1509,개봉한지는 되도 이제야. 봤네요. 한번도 눈을 안떼고 잘보고 집에가는중이요,story,1
1510,"교훈 무조건 소금뿌려야할듯~~ㅎㅎ연기들,진심 잘하심 지금도 심장이 둑근둑근~",actor,1
1511,재밌게 잘봤어요 배우들 연기가 예술이에요^^,actor,1
1512,천만가야죠~~^^ 재미있게 잘 보았습니다.,story,1
1513,기대한것만큼 영화잘봤어요,story,1
1514,오컬트 무비의 신개념!,story,0
1515,재밌어요!!!!ㅎㅎ,story,1
1516,시간가는줄 모르고 봤습니다.,story,1
1517,디테일 엄청 살아있어요. 배우들 연기가 정말 좋습니다.,actor,1
1518,너무 요란해서일까 그저그런 감흥 크게 감동적이지도 크게 재밌지도 않었지만 신선헌 내용에 뛰어난 연기력으로 몰입도를 높인 영화다,actor,1
1519,몰입도 개쩔고 배우들 연기가 훌륭합니다,actor,1
1520,배우분들이 연기를 잘 하셔서 저도 영화에 몰입하게 됐어요,actor,1
1521,재미있었습니다~~~~ 굿,story,1
1522,주변에서 많이 봐서 보고 싶었던 영화...,story,1
1523,한번 더 보는 영화인데 처음볼때보다 더더더 좋았습니다!,story,1
1524,고 2딸과 2번 봤습니다 탄탄한 구성과 지루하지않고 볼만합니다 적극 추천합니나,story,1
1525,1000만 관객의 한자리를 차지하고자 관람했습니다. 몰입감이 죽입니다,story,1
1526,정말 무섭고 재미있는 영화,story,1
1527,영화 보는 내내 피비린내가 진동하는 듯한 착각에 빠졌어요.,story,0
1528,역시..배우들 최고입니다~!!,actor,1
1529,역쉬 배우들의 연기가 굿!!,actor,1
1530,모든 배우들의 연기가 대박입니다.,actor,1
1531,김고은 이뻐요 민식이형 카리스마넘쳐요,story,1
1532,넘 재밌게 잘봤어요 배울 연기는 말해뭐해요 암튼 시간 가는줄 모르게 재밌어요,actor,1
1533,이것이 한국식 판타지 스릴러,story,1
1534,배우들의 연기가 좋았어요. 도깨비 등장 부터는 긴장감이 오히려 좀 떨어졌어요.,actor,0
1535,많이 무섭지 않고 집중해서 보기 좋았아요,story,1
1536,굳이 주인공이 4명이어야 하는 이유를 못찾겠다,story,0
1537,좋았어요.영상미가 뛰어났어요,directing,1
1538,김고은 굿씬 장난아님 ㅎ,story,1
1539,초반에는 힘있었는데 후반에 떨어진 느낌...천만관객은 축하해요,story,0
1540,관람 당일 꿈자리가 뒤숭숭할것 같네요... 잘 보았슴니다,story,1
1541,재밌었어요 시간이 어떻게 가는지 몰랐네용,story,1
1542,재미있었지만 천만까지는 아닌듯,story,1
1543,"시나리오,연기력,배경음악등 최고입니다",actor,1
1544,쫄깃쫄깃 했어요 색다른 것도 알게되었고 저주가 저리 무서운거구나 싶네요,story,1
1545,배우들의 연기가 돋보이고 새로운 장르에 호감이 가는 영화였다,actor,1
1546,배우들의 연기가 환상였어요. 특히 김고은 이도현 연기는 딱! 그 무당을 데려온것 같았어요 뒈~~박 재밌는 영화. 감동도 있고 무섭지만 후련~~~했던 1000만 돌파 못하면 한번더 봐야지!!!!,story,1
1547,살짝 긴장감도 있고 배우들 연기력도 좋고 재미있어요~,story,1
1548,검은 사제들이 더 나았다.,story,0
1549,천만 영화 달성! 축하드려요,story,1
1550,1000만 관객 사이에 들려구 보았어요. 애국심이 절로 생기네요.,story,1
1551,넘 비현실적인 영환데 손님미 많은게 이상함,story,0
1552,처음부터 끝까지 긴장을 놓칠수없게하네요 후아~,story,1
1553,무섭다고 해서 쫄았었는데 생각보다 다크하지도 무섭지도 않았슴 김고은 신들린 굿연기 굳이었슴👍,actor,1
1554,연기자들의 연기가 너무 실감나면서 여러감정이 들더라구요. 예전 일본과의 관계까지도 다시한번 생각하게 되구요.,actor,1
1555,재미 있었다고 합니다.,story,1
1556,이렇게 배우들 연기에 몰입되고 스토리 연결이 너무 잘 되었고 진짜 최고인 영화를 봤네요. 왜 다들 보는지 알 것 같습니다.,story,1
1557,역쉬~~최고예요!!!!,story,1
1558,무서웠어요~~~~긴장감도 있고~~,story,1
1559,배우들의 연기와 스토리 좋았습니다.,story,1
1560,배우 연기가 짱 스토리의 긴장감 짱,story,1
1561,김고은 연기 최고!! 영화 잘 봤습니다 ~,actor,1
1562,재밌네요 몰입도 짱 뻔하지않은 스토리 배우 연기 다좋아요,actor,1
1563,재미있게 잘봤습니다.,story,1
1564,파묘 역시 많이보는 이유가 있음 간만에 영화 재밌게 봄 !!,story,1
1565,믿고보는 배우들 연기 몰입감 최고. 친일파 척결!,actor,1
1566,김고은 님 굿장면에 제 영혼이 살짝 가출하는듯한 느낌이 ? 아직도 생생하네요 첨 경험해보는 느낌이였어요,directing,1
1567,재미있어요. 몰입감 좋아요. 안졸고 본게 중요함. 추천합니다.,story,1
1568,하나도 안 무섭다고 한 사람들 다 그짓말..,story,0
1569,배유들 연기도 좋고 재밋네요~,actor,1
1570,배우연기가 좋았어요 .,actor,1
1571,진짜 스토리 인기 많은 이유 알 정도로 재밌었어요 ㄷㄷ,story,1
1572,쫀득쫀득한 긴장감 몰입도최고,story,1
1573,재밌게 잘 봤어요. 뒤로 갈수록 힘이 딸리는 느낌.,story,1
1574,연기력도좋고 긴장감도있고 나름괜찮음,actor,1
1575,기대 이상으로 재밌었어요. 공포영화 무서워서 못보는데.. 어찌어찌 다 보게 되었네요ㅎㅎ,story,1
1576,재밌게 잘 봤습니다. 믿고 보는 배우들이네요~~,actor,1
1577,절대로 지루하거나 졸립지 않음,story,0
1578,대박.대박.연기의 고수들이 모여 신나게 한판 벌이신듯..김고은 이도현은 젊은 기운을 최민식 유해진은 여유로운 분위기로 영화를 압도한것 같네요.거기다 김선영씨까지..주조연 모든 연기자들이 각자의 자기몫을 멋지게 해낸 영화이네요.1000만 갈듯 합니다. 한국 영화 화이팅!,actor,1
1579,다들 연기를 넘 잘 해서 잼있게 잘 봤어요.. 근데 넘 무섭기도 했어요..,actor,1
1580,사주명리를 배운 사람으로써 시나리오가 아주 흥미로운 영화였다. 보이지 않는 음양오행 세계에 대한 존중감이 더 생겼다. 배우들의 열연도 잊지 못한다. 특히 무당들이 사투리로 도깨비놀이하는 장면은 팔도사투리면 더 좋겠다는 바램이 생겼다.,directing,1
1581,역시 파묘 색다른 소쟤 배우들 신들이 연기 잼나요~~,actor,1
1582,믿고보는 배우들이여서 너무 재미있네요,story,1
1583,시간가는줄 모르고 재밌게 봤어요 ^^ 명배우들의 명품연기 짱 멋있었어요!!!,actor,1
1584,너무 재미있습니다 통쾌하네요,story,1
1585,너무 재미있게 봤어요:),story,1
1586,와 오랜만에 재밋는 영화 보고왔네요,story,1
1587,연기력 영상미 모든것이 좋았다,actor,1
1588,그냥 그랬어요. 천만 넘는다고해서 봤네여,story,0
1589,역사에 대한 재 인식과 무속신앙에 대한 관심이...,story,1
1590,구체적인 묘였으면 좋았는데 좀 아쉬웠어요,story,0
1591,참외랑 은어를 먹고 싶다,story,0
1592,간만에 신선한 소재영화 재밋게봤습니다,story,1
1593,재미있게 잘 봤습니다.,story,1
1594,역시 천만 관객의 힘!!,story,1
1595,긴장감이며 배우들의 연기가 너무좋았습니다 집중하게 만드는 영화네요,actor,1
1596,좋았어요. 지루하지않고. 좋았어요,story,1
1597,출연한 배우분들 모두 너무 멋지십니다!! 보는내나 너무 재무있어서..눈을 뗄수가 없었네요..일본의 만행에 다시한번 분노하며. 일본앞잡이들이 지금도 잘살고 있다는것에 다시 분노..,actor,0
1598,연기 정말 잘 하셔서 몰입도 좋네요 스토리도 재미있습니다.,story,1
1599,요즘 한국영화 가벼운 영화뿐이었는데 좋네요,story,1
1600,눈이 즐거웠어요 타투간지간지,story,1
1601,김고은 존예 ㅠ ㅠ 얼굴밖에 안 보여... 유재석의 '민식이형아'와 유해진이 있어서 그런지 무게감 있었음.. 민식이형아 존재감 쩔... 스토리도 탄탄하고... 네이버해석본봐야징 ㅇㅅㅇ,story,1
1602,"다시한번 민족의 정기를 끊어 버리려는 일제의 만행을 생각하게 만드는 좋은 영화입니다. 우리 나라는 일제 잔재를 아직 청산하지 못한 것이 아쉽네요! 잘 봤습니다. 👍 믿고 보는 천만 배우 최민식 연기, 다른 배우 연기도 좋았어요! 🤗",actor,1
1603,연기자의 컬리티가 좋고 내용구성도 좋아서 Good job.,actor,1
1604,긴장감이 계속 되는게 너무 좋았어요 ㆍ,story,1
1605,천만 관객을 동원한 영화여서 보게 됐는데 굉장히 흥미로웠습니다.,story,1
1606,연기력이 다한 영화!!,actor,1
1607,오랜만에 영화봤는데 재밌게 봤습니다,story,1
1608,기대를 하고.봐서 그런지 그런저런. 줄거리의 개연성이 없어보임. 일본귀신영화,story,0
1609,믿고보는 배우님들~그냥 공포영화인줄만 알았는데...역사내용이었네요..김고은 배우님은 진심 무당인줄..재밌게 잘보았습니다~,actor,1
1610,후반에 뭔가 좀 깨긴 했는데 나름 괜찮게 봤어요.,story,1
1611,정말 너무 재밌어요 진짜 추천할만한 영화에요,story,1
1612,아! 생의 미련따위 없...맞다 딸의 결혼식;;,story,1
1613,무서웠어요 눈가리면서 봤어요 근데 김고은이 굿할때는 너무 몰입되서 잘봤어요,story,1
1614,너무너무 재밌었구요 시설이 정말 깨끗해요!! 팝콘도 역시 CGV죠!! 존맛탱구리🫰🫰,story,1
1615,잼내게 잘 봤어요 역시 배우들 연기 소름끼치는듯~ 뭔가 약간 부족한 스토리가 쫌 아쉽긴 하네요..,story,1
1616,끝까지 긴장감이 느껴지는 스토리와 연기가 좋았어요,actor,1
1617,"전반적으로 요즘 한국 영화가 침체기인데, 운 좋게 천만 찍은 영화라는 느낌이 드네요.",story,1
1618,배우들의 연기력은 정말 최고네요 몰입도 짱입니다,actor,1
1619,너무 무섭습니다. 최민식 연기 존멋,actor,1
1620,"할아버지파트는 여기저기서 보는 흔한 오컬트 그뒤 오니 파트는 상상도 못한 혼파망 (6/10) PS. 두가지 이야기가 너무 이질적이라 중간연결이 매끄럽게 잘안되는 느낌... ""여우가 범의 허리를 끊었다""",story,0
1621,무서운 영화 못보는데 혼자가서 시간 가는줄 모르고 봤어요. 모두 연기 장인이시고 영화에 구멍이 없네요 괜히 1000만 영화가 아니네요,actor,1
1622,무섭지만 시간가는줄 모르게 잼 나게 봤어요,story,1
1623,굿~~ 한순간도 안지겨움,story,1
1624,초반에는 긴장감에 몰입을 하다가 갈수록 진부해지는 느낌. 다소 뻔한 스토리를 배우들의 연기력으로 메꾸는~~~~,actor,0
1625,오랜만에 좋은 영화였습니다. 중간에 살짝 스토리가 엉뚱한 데로 가고 있다고 생각도 했지만. 먼저 예전의 10번은 봤던 올드 보이가 생각 나네요. 특히 김고은은 완전 대체 불가입니다.,story,1
1626,무서운데 재밌고 이도현이 잘생겼다☺,story,1
1627,재미있어요. 완전 무서웠던. 역시 연기파 배우들.,actor,1
1628,연기와 스토리 어느것 하나 나쁘지 않은 영화였다,story,1
1629,중간에 나오는 윤서방은 왜놈 또는 친일파인가요? 누군가가 생각나네요...,story,0
1630,장재현 감독 연출 짱짱 연기력도 최고,actor,1
1631,이 멤버 그대로 2편 기대~~!,story,1
1632,흥미롭게 잘 봤어요. 배우님들 너무 연기도 좋았어요.,actor,1
1633,재밌게 잘 보았어요 무섭고 섬뜩했지만 이야기에 빠져들었어요,story,1
1634,김고은 연기가 압권이다 멋지다,actor,1
1635,재미있어서2번봤네요 역시배우들연기력이 남다리네요,actor,1
1636,재밌었슴 배우연기가 좋았슴,actor,1
1637,진짜 무서운거 못보는데 재밌었어요 진짜 연기력때문인듯요 한동안 잠못잘듯,actor,1
1638,초반의 분위기를 좀 더 이어갔으면 좋았을 것 같습니다.,directing,0
1639,"요즘 볼만한 영화없었는데 나름 괜찮은 영화였던거 같습니다. 스릴, 오컬트 나쁘지 않았어요.",story,1
1640,복선도 촘촘하고 진짜 재밌었다,story,1
1641,너무 재밌게 잘봤습니다~,story,1
1642,공포 영화 못보더라도 이건 볼 수 있을 걸요?? 진짜 배우분들 연기력에 압도당하게 됩니다🤓 으스스 하다가 중간에 코믹한 장면들도 조금씩 나오니까 꼭 보세요!!,directing,1
1643,최근 본 영화중에 가장 긴장감 넘치고 재밌었습니다,story,1
1644,한국만 만들 수 있는 오컬트,story,0
1645,결말이 급전개적인 요소가 있었지만 매력적인 공포 영화,story,1
1646,2회차 더 빠져 들어가네요,story,1
1647,재미있게 봤어요 1000만 돌파 축하드려요,story,1
1648,진짜 재밌습니다!!!,story,1
1649,너무 재밌게 잘보고왔어요,story,1
1650,배우들의 명연기가 말잇못,actor,1
1651,배우들의 연기가 정말 멋집니다^^,actor,1
1652,진짜 재미있게 봤어요!!,story,1
1653,재밌음!!!!지루하지 않고 흥미진진함!!!!,story,1
1654,흥미진진하고 박진감 넘쳤어요! 배우분들 연기도 멋있어요,actor,1
1655,연기 넘 잘하심:) 믿고 보는 배우들,actor,1
1656,배우들과 연출 영상미 참 좋았습니다 후반부 스토리가 좀 쌩뚱맞은건 시크릿 일본인과 전쟁 컨셉? 또한 갸우뚱 ㅋㅋ 약간 웃음벨 ㅋㅋ,story,1
1657,시리즈로 나와도 좋을것 같아요,story,1
1658,"이제 나이들어 무서운 건 잘 못보는데, 적당한 수준의 공포네요.",story,0
1659,도현이 오빠가 저랑 결혼을 해줄까요? 고은이 언니가 저랑 결혼을 해줄까요? 오른쪽에 도현이 오빠 왼쪽에 고은이 언니 팔짱을 끼고 결혼식 입장하는 그날까지 열심히 살게요🫶🫶,story,1
1660,파묘 ~볼만할까 ? 거를까 ? 개봉 후 고민하다가 입소문 타고 난 뒤 봤어요 오랜만에 재밌게 봤어요 숨겨진 볼거리도 찾아보면서 의미있게 봤답니다 배우들 연기 최고예요,actor,1
1661,시나리오 구성 짜임새가 좋았어요!,story,1
1662,이야기도 재미있고 배우들의 연기가 다 탁월했어요. 긴 시간 순삭했습니다^^,actor,1
1663,천만이 당연한 영화였...,story,1
1664,재미있게 잘 봤어요 좋아요,story,1
1665,흥미진진하게 잘 봤어요~~,story,1
1666,역사의 의미를 한번더..,story,1
1667,내용도 탄탄하고 시간 가는줄 모르고 재미있게 보았습니다.,story,1
1668,무서웠지만 스릴 넘치고 좋았어요,story,1
1669,김고은님 연기가 너무 좋았어요,actor,1
1670,요즘 몇년만에 본 영화중 가장 재미있었다!!! 천만 간다!!!,story,1
1671,무서워요진짜 너무 무서워요,story,1
1672,1000만영화 갈거같아요 잘보았어요,story,1
1673,반전이 있어서 재미있고 배우 몰입도 최고,actor,1
1674,최근 봤던 영화 중 최고입니다~,story,1
1675,"재미있었어요. 전반부는 실감나는 분위기, 하지만 후반부는 약간 힘이 빠지네요. 영화는 지루하진 않아요.",directing,1
1676,너무 재미있게 봤어요.천만 축하드려요,story,1
1677,무서워.. 그치만 재밌는 2번 보ㅓ도 괜찮은 영화!,story,1
1678,시간 가는 줄 모르고 봤음요^^,story,1
1679,⭐파묘 천만관객 축하드립니다⭐ 배우분들 연기력에 몰입감 최고!! 무섭긴한데 또 보고싶은 영화에요,actor,1
1680,최고 몰입감 장난아니에여,story,1
1681,쇠말뚝은 뽑아야 맛이제,story,0
1682,무섭고 가끔 유치한 부분도 있었지만 전체적으로 재밌고 흥미로웠어요,story,1
1683,유해진오빠연기가최고에요 그니까 6주차 무대인사 내놔요 ㅠㅠㅠ,actor,1
1684,다시 봐도 다들 연기가 미쳤네요!!,actor,1
1685,"오컬트 영화는 그다지 좋아하진 않아 간만에 본거고 기대만큼 실망할까 우려된게 사실. 기대가 적어서인지(?)의외로 탄탄한 시나리오와 최민식,김고은의 열연으로 잘 봤습니다.",story,0
1686,공포와 재미의 절묘한 조화,story,1
1687,영화가 끝나고나서 더 찾아보게 만드는 매력적인 영화 배우들 연기는 기본적으로 더할나위없었다.,actor,1
1688,그렇게 우리는 대지를 통해서 이어져간다.,story,1
1689,"오컬트도 가능하다. 천만, 재미만 있으면.",story,1
1690,좋아요좋아요좋아요굿,story,1
1691,아 듄이나 한번 더 볼걸..,story,0
1692,진짜 한국 오컬트 너무 좋다..,story,1
1693,스토리가 있는 오컬트 영화여서 재밌어요,story,1
1694,가족이 다같이 가서 보았습니다 천만 관객 축하합니다,story,1
1695,"재미있게 시간 가는 줄 모르고 몰입해서 잘 봤습니다. 배우들의 연기도 좋았고, CG도 어색하지 않았고...",directing,1
1696,도입부 전개나 스토리 모두 신선하고 좋았음^^ 역사적인 부분 감미 안했으면 더 괜찮을듯하지만 연기력이 커버한듯합니다. 김고은님 다음 작품 기대 됩나다^^,story,1
1697,재미게 잘 봐습니다. 배우 연기 쩔어요,actor,1
1698,최고의 스릴러 였습니다,story,1
1699,N회 볼수록 더 재미있는 영화,story,1
1700,"몰입하여,배우들의신들린연기력 너무만족합니다",actor,1
1701,배우들 연기가 최고예요,actor,1
1702,배우들의 연기가 아주 인상적이었습니다,actor,1
1703,역시 파묘는 파묘였다 무대인사 배우님들 와주셔서 감사해요,actor,1
1704,킬링타임용인것 같은데 그속에서 뭔가를 알려주기도 하는 영화,story,1
1705,진짜 모두 연기를 잘하시네요 딸아이와 재미있게 봤습니다,story,1
1706,배우들의 연기가 볼 만했어요 장군영혼에서 좀 유치하긴 했지만ㅎ 재밌게 잘 봤어요^^,actor,1
1707,와우 이 영화는 무조건 봐야합니다~ 관객이 많은 건 다 이유가 있음,story,1
1708,스토리 전개는 다소 아쉬움 배우들의 연기 합은 좋다,actor,0
1709,좋아하는 사람이랑 재밌는 영화봐서 좋았어요,story,1
1710,무엇보다 다들 연기가 좋았어요,actor,1
1711,진짜 무서웟어요 식은땀흘리면서봄,story,1
1712,함더보고나서 해야지이이ㅣ잉,story,1
1713,잘봤습니다연기가좋아요,actor,1
1714,일본이 우리나라 명산에 말뚝 꽂아서 기를 막았다는 이야기를 들었는데...영화에다 접목해서 만들어서더 실감있게 몰입해서 본것같다. 배우님들에 연기력도 몰입하게 만드는데....넘 좋았다. 조상묘에 대한것도 다시 한 번 생각해보게 하네요. .,actor,1
1715,1 0 0 0 만!! ㅊㅋㅊㅋ,story,0
1716,기대하고 봤는데 지루하고 뜬금없는 이야기의 나열임 중간에 나오고 싶은걸 억지로 참았네 이런 영화가 천만이라니 어이없다,story,0
1717,"연기, 몰입감이 정말 좋았어요",actor,1
1718,스릴에 무엇보다 배우들 연기가 넘 좋았어요,actor,1
1719,보는 내내 흥미진진해서 재미있게 잘 봤어요,story,1
1720,너무 재밌었어요!!!!,story,1
1721,우리나라의 정기를 끈어버리는 일본의 죄!! 영화는 기록이다.,story,0
1722,15세 이상 학생들에게 교육차원에서 필수관람 추천합니다.. 제 아이들도 보고..바로 돌아와 정기끝는 말뚝에 대해 찾아보네요.. 조선을 말살하겠다는 의지가.. 저도 어릴적 속리산 문장대 바위 위에 쇠말뚝을 본적있는데..측량용이니라고 들었는데..영화보는 내내 생각나서 무서웠습니다..,story,1
1723,영화 전반에도 반일 감정이 흐르는 모습을 보며 더욱 흥미로워습니다!,story,1
1724,믿고보는 배우님들~~~ 고은씨 신들린듯한 굿판씬 대박,actor,1
1725,1000만 돌파 축하!,story,1
1726,배우들 연기가 좋았어요~ 몰입감 최고,actor,1
1727,재밌었어요~ 적당한 공포감 연기력 멋졌고,actor,1
1728,배우들의 연기력에 몰입감이 좋네요,actor,1
1729,좋았어요 ~~~ 잘봤어요,story,1
1730,평은 잘 안남기는데 최고네요! 또 보고싶어요 계속 아른아른,story,1
1731,연출을 참 잘한것 같다~시종일관 긴장하면서 봄.,directing,1
